Subj,Item,Trnsp,scrb,rt
12,54,C,502.8365029056192,547.8835874884481
12,55,C,734.9071221350725,659.435328750944
12,56,C,469.56106582936906,516.4029252794008
12,57,C,627.130230804781,658.1645341168233
12,58,C,532.367454141361,556.4097172380486
12,59,C,606.1318292646424,716.363995388189
12,60,C,543.420373076364,530.9776583407383
12,61,C,425.37492055535324,520.67803627298
12,62,C,666.3359226442183,619.8855844695864
12,63,C,510.99212636423357,531.51519294557
12,64,C,651.9867188759488,651.9052993555852
12,65,C,620.0268295999831,606.0466645623152
12,66,C,481.20842646084753,447.33541540537686
12,67,C,625.5287696054892,460.10964549944146
12,68,C,581.8661485769996,615.3188492025799
12,69,C,388.5735124642158,536.4932182263268
12,70,C,569.1691998303895,725.5920660292059
12,71,C,521.4421383141552,365.66621931265695
12,72,C,583.5038478502877,705.0794507631648
12,73,C,508.1100744829255,530.3010407156748
12,74,C,501.1162210542974,575.0876056944849
12,75,C,553.2034807200708,688.7853845562919
12,1,D,493.66424053068374,582.8590704117372
12,2,D,576.3624837303512,612.240203225007
12,3,D,474.03722629233937,506.8862658303637
12,4,D,637.7065090988069,597.630504436154
12,5,D,588.1675812907383,450.2948807117156
12,6,D,437.5952103609132,450.99474003140244
12,7,D,544.9778381217538,554.5623700989179
12,8,D,499.067864368569,450.5837479558388
12,9,D,593.0878479354569,417.4190607114792
12,10,D,579.1374708502112,639.8829179015719
12,11,D,488.8761944955561,679.6177086703178
12,12,D,617.0992724251305,663.1630402250483
12,13,D,580.021912977816,564.3356128804129
12,14,D,496.7039226595088,692.8096435777155
12,15,D,477.08051374837913,369.322405826331
12,16,D,628.6098784277598,648.8621489078927
12,17,D,591.5660661535992,531.7658132423276
12,18,D,557.4029160699242,598.939945123281
12,19,D,547.0857595379689,532.8669373141863
12,20,D,643.7294799540807,565.4380229213685
12,21,D,509.3063963238747,436.9868966666621
12,22,D,677.6517297561408,554.9075544325812
12,23,D,522.5983148419255,402.62181637311596
12,24,D,634.5456335759511,473.8272818784036
12,25,D,626.6263905566165,643.2559613168847
12,26,D,628.5360550154307,622.2503077461023
12,27,D,477.70978830994625,547.1542707461757
12,28,D,648.6930703916136,746.5427470458858
12,29,D,612.5284341824436,566.4282698778355
12,30,D,576.5807977295051,567.377767975525
12,31,D,575.3614962288684,608.4213622961306
12,32,D,490.50909854009996,555.973928086303
12,33,D,613.7880721817023,865.0793499359307
12,34,D,498.21547993275044,492.5638128155092
12,35,D,427.5716295197684,363.26257853817606
12,36,D,599.5171685768039,585.8561629135571
12,37,D,434.72175635328966,435.8325537586887
12,38,D,432.60454101311683,473.3812365622033
12,39,D,564.9616393400472,436.2868893790123
12,40,D,631.3966837074016,536.4876316120477
12,41,D,461.1580963670237,634.8204752655574
12,42,D,697.885885425055,721.6729894447161
12,43,D,579.57365427375,514.3399884203185
12,44,D,413.5321112091349,550.4051458523738
12,45,D,551.3392772601554,601.3386283953691
12,46,D,589.7409667099204,439.8154725655605
12,47,D,733.5371114503673,646.3875127260404
12,48,D,633.0538108746105,581.2450964200268
12,49,D,490.250769249218,470.44612097406736
12,50,D,536.1790288637704,479.0745840937291
12,51,D,647.2470041493236,614.6931715629498
12,52,D,523.7591158333798,449.507461290155
12,53,D,430.5856643822086,469.4052108614584
12,54,D,501.8236213824179,469.01079682169916
12,55,D,653.0295903533004,742.7766167247796
12,56,D,499.8759068983183,602.3426723509014
12,57,D,655.0673944665035,621.6349288105936
12,58,D,512.3034481046348,593.7348685687583
12,59,D,571.275698051001,660.5827652682252
12,60,D,488.4804027081659,491.7057504893319
12,61,D,500.04652122451733,492.5505130870114
12,62,D,646.0099966262305,582.6403714840936
12,63,D,567.9251247950168,650.8091047877015
12,64,D,649.2298910788919,741.9924920138369
12,65,D,551.9514155885779,597.8174965167235
12,66,D,397.52487009251075,367.9679425866581
12,67,D,593.5605106503349,611.3488588464352
12,68,D,618.921926220036,744.2140215484172
12,69,D,432.8211752199614,600.361331019739
12,70,D,528.9370589447395,707.9900256195315
12,71,D,618.0369973769781,588.3746215387492
12,72,D,536.8818175057121,796.2499597545321
12,73,D,490.85906900184045,608.2595494629445
12,74,D,474.95068928559516,508.50250719847577
12,75,D,611.799304650675,588.0108252578112
13,1,A,423.68283248506316,501.10842979260116
13,2,A,470.2161767375925,585.5666735455161
13,3,A,568.1109529110191,718.1860567710879
13,4,A,731.7379341331539,566.952632965684
13,5,A,586.6335675808798,629.9749624165072
13,6,A,555.23065496743925,622.2822908458925
13,7,A,554.7987424466224,650.2933355000644
13,8,A,472.9626154139481,491.7921978938689
13,9,A,579.4340139448092,605.3321401271737
13,10,A,484.38228534918034,505.70005645365165
13,11,A,594.9004370476944,652.5347668294219
13,12,A,616.1006324893975,589.8671604129052
13,13,A,690.5470680075898,601.831866904698
13,14,A,493.698850495056,619.7184017791615
13,15,A,523.6026627614683,633.0923730445577
13,16,A,581.8679681722269,679.2130879735722
13,17,A,564.60340810892,702.8979419396958
13,18,A,385.01455275748634,729.4298965156901
13,19,A,659.2152566449695,667.9251605798759
13,20,A,550.6231708536333,622.5103415682759
13,21,A,581.9352327457723,575.1104366153744
13,22,A,644.8259651650102,710.6016804725256
13,23,A,474.8178708844813,607.3565847526634
13,24,A,536.2103591684581,455.1883585208223
13,25,A,527.2214800199789,627.0431711062148
13,26,A,517.9615356024981,694.5634796885954
13,27,A,458.33588055715416,611.2342354299391
13,28,A,547.5292031062869,723.2541756283891
13,29,A,636.0454533804777,656.3203767582174
13,30,A,567.0473918278765,497.9309460426206
13,31,A,596.6734028801377,546.3131479804855
13,32,A,539.5356798967052,721.7156159019657
13,33,A,596.9968759436805,591.4125822081218
13,34,A,503.77895621435334,552.8181012587075
13,35,A,512.456034102809,669.8463674307498
13,36,A,619.3388787651238,522.1427424739721
13,37,A,621.6841488530686,603.1605953877497
13,38,A,516.9524225886565,563.5292894126186
13,39,A,607.4902253617729,616.3133543383651
13,40,A,645.0969006738214,613.1069667325719
13,41,A,490.3480889814826,583.3264051476528
13,42,A,752.635877396875,615.9307889657053
13,43,A,524.7245454861395,613.726987360885
13,44,A,577.9537988870809,631.8299507636856
13,45,A,630.1506728793594,625.966685059875
13,46,A,559.5331938318742,508.12735330030586
13,47,A,588.2049428129556,620.0162135790189
13,48,A,584.8446789577102,723.4016910141188
13,49,A,481.2301215672079,536.9942557352016
13,50,A,618.4767070876247,735.4480354464927
13,51,A,621.7340438432312,720.6494987395757
13,52,A,417.2929437640413,710.4265621527188
13,53,A,455.31152446173957,548.3869480376492
13,54,A,597.5489642648665,438.33595136626514
13,55,A,586.8754446281206,711.5904506598647
13,56,A,596.2101828926359,577.6201824179681
13,57,A,646.8951957005761,632.2285161745947
13,58,A,535.3876719604624,641.4044634211826
13,59,A,593.086758112146,790.318051695648
13,60,A,566.2270955230007,773.5612369442612
13,61,A,525.4614205873809,578.032937185686
13,62,A,558.561117677775,669.810067616126
13,63,A,480.42555114027004,521.9610538843696
13,64,A,727.4086804454747,751.9340895130445
13,65,A,539.6712915277237,627.9372366441363
13,66,A,506.993037063335,558.1422759144582
13,67,A,609.868994128596,487.7828576271613
13,68,A,621.9552672273027,659.2035779360439
13,69,A,499.5991932518548,617.0162609472457
13,70,A,580.8936708347044,658.8248616111496
13,71,A,500.1518597305537,474.24950735175827
13,72,A,585.0143464134696,559.3214564757455
13,73,A,418.71170600762355,598.4779391672204
13,74,A,541.1203053035072,583.9574884652577
13,75,A,515.2319611449892,692.4038527700848
13,1,B,466.37362226967207,521.5231361436174
13,2,B,565.352779982825,697.1275154156247
13,3,B,456.0421674783079,648.106562140515
13,4,B,644.5449952944278,651.8963088177958
13,5,B,520.6492849926487,558.3251072360846
13,6,B,600.5604397884276,681.4954732792522
13,7,B,583.8629150560923,674.1846661694633
13,8,B,337.85139863992424,586.7304960552786
13,9,B,609.6857655882035,556.8058682751073
13,10,B,540.0034521684074,533.211040482753
13,11,B,541.8619287807542,621.6047433857791
13,12,B,532.2637393035816,503.9951242680378
13,13,B,585.3994934302007,573.1767738861719
13,14,B,485.1587182423029,655.8369091692895
13,15,B,562.9703403544747,651.6412270103433
13,16,B,572.7514332218763,632.6754480764994
13,17,B,587.9727764371073,854.1829187085261
13,18,B,591.1528246915991,769.4166035908476
13,19,B,527.4348939348413,521.2522495123811
13,20,B,535.7837571229296,687.7325985352899
13,21,B,541.4874473954071,626.2603310135594
13,22,B,679.8222492843086,712.6931108064405
13,23,B,479.97121314479574,570.0110240667585
13,24,B,674.4217270541335,705.7192545028493
13,25,B,502.1832011460858,507.22012749033007
13,26,B,654.1001056580793,571.9782447695655
13,27,B,497.5060958948018,544.5845753469296
13,28,B,575.8509433357068,601.4073435245261
13,29,B,561.6743435207068,589.9096149194598
13,30,B,429.88100859821026,603.8152377311222
13,31,B,602.913158946958,638.1688411382189
13,32,B,539.6311177870375,691.0707307572807
13,33,B,567.187497829004,560.9578708879968
13,34,B,555.9281307966935,866.0506370161884
13,35,B,473.34762138874896,661.5386894022267
13,36,B,617.4376891280231,715.7123496068546
13,37,B,455.56730728731526,505.62449456814323
13,38,B,488.0983464389852,766.1626678188446
13,39,B,455.62532699230957,559.5272790169748
13,40,B,749.0597756435212,647.3449198220021
13,41,B,466.3489213605545,636.620321705812
13,42,B,645.7682668803591,664.1457978969886
13,43,B,652.1584360470824,592.9855867518851
13,44,B,480.3876467297079,684.2393201343073
13,45,B,598.3661842545631,590.5628865061034
13,46,B,630.4279404747432,698.9721563754898
13,47,B,635.683379192049,647.3524938995561
13,48,B,657.940921596904,667.940927194407
13,49,B,581.5302217677885,655.845448339008
13,50,B,505.68995949370867,639.0029997931151
13,51,B,533.3993752039539,697.9459654989025
13,52,B,473.61752241277543,611.0104915237104
13,53,B,394.2577734427554,538.1546056592196
13,54,B,731.5069280443518,675.8095826116
13,55,B,683.6578597170427,801.6233110421102
13,56,B,512.6658070215467,638.0896537855285
13,57,B,671.2869591188779,665.7077526692406
13,58,B,593.8954848638152,711.9695325137272
13,59,B,553.3785154554569,738.9268190323077
13,60,B,548.713257581257,751.4211452600275
13,61,B,470.85280090388585,557.0328083806838
13,62,B,672.2903730333426,657.1986413453071
13,63,B,541.0633151433144,724.4143659065076
13,64,B,604.7791549738431,789.6347927799188
13,65,B,531.7597185005949,574.8445193297789
13,66,B,488.2989172715495,506.5121181903238
13,67,B,652.7351478944877,569.4717041063483
13,68,B,529.4003459107768,556.4227146313942
13,69,B,578.7620067114756,709.6972364989905
13,70,B,537.2311213724347,652.6902152982451
13,71,B,550.6404445605707,590.9786513178659
13,72,B,477.51055585584027,655.9708168438985
13,73,B,509.2802546255331,656.3792630794784
13,74,B,612.1340022331611,620.9949561726361
13,75,B,707.361991162924,753.1381979306469
13,1,C,517.732049676455,420.11028658105573
13,2,C,659.2049584230977,545.696824652206
13,3,C,564.3988088002986,730.207186729074
13,4,C,744.8953690448667,793.4495654756728
13,5,C,584.0437141976076,651.9991503439876
13,6,C,573.5924057261145,749.5838343114712
13,7,C,608.7777684809801,679.0526396113962
13,8,C,478.96854188854314,624.0624288287046
13,9,C,614.4567951519786,588.7190942509176
13,10,C,626.5488707760162,705.8893682534151
13,11,C,484.2969877588149,596.7410537509863
13,12,C,588.7898888151153,669.3469271334693
13,13,C,437.38484425477134,416.9058481691949
13,14,C,593.8174709838459,542.3076551632337
13,15,C,534.1946015894939,615.7387167270722
13,16,C,616.0632186886442,739.5010052632282
13,17,C,584.3710030260388,677.0374203829028
13,18,C,545.5122059166276,752.3979848372519
13,19,C,646.1861196196855,589.722053775122
13,20,C,559.8220789899697,661.7116281905264
13,21,C,504.09789940780024,658.3888059818166
13,22,C,712.0881838015747,774.1737692787083
13,23,C,544.8466588903691,634.4022832851126
13,24,C,540.6564810570586,518.2980496734704
13,25,C,519.2571195733511,580.480930200813
13,26,C,636.3911455563334,777.0690529282747
13,27,C,533.6217485032679,532.6028549863573
13,28,C,512.4500235542998,658.2137367257927
13,29,C,561.7392798703224,718.3391854105602
13,30,C,581.852568585759,533.5850951724894
13,31,C,519.2487115192416,600.7553097781257
13,32,C,460.4222238123229,480.3360063919911
13,33,C,558.2248169858964,608.7311251368079
13,34,C,548.4328373780849,712.0856028275331
13,35,C,502.8781880797819,613.2382786382615
13,36,C,584.6017598747951,592.876678963003
13,37,C,551.9793576145064,550.364380433151
13,38,C,513.4888566310367,534.0790896327478
13,39,C,594.9159504830573,603.1341924428144
13,40,C,599.1583780129471,633.1805042164233
13,41,C,581.5106535864566,480.8065503068122
13,42,C,603.54129520117,699.2024326487748
13,43,C,503.30397654590496,453.4058370805431
13,44,C,439.6639033859548,666.3625844741331
13,45,C,597.7973291240655,727.2733201456292
13,46,C,558.0683695360516,559.0323694767421
13,47,C,561.2629546083147,677.5088768160499
13,48,C,530.1220443081849,593.0893029447129
13,49,C,469.051795666762,628.4011544246459
13,50,C,643.8003135228888,671.2745814273276
13,51,C,661.43841162766,739.0918539033171
13,52,C,481.5453137098824,572.160458089001
13,53,C,395.5572289028701,439.08443968464405
13,54,C,647.7465229713916,655.1087228835449
13,55,C,737.2090402892942,619.5776366223666
13,56,C,533.8873528956597,659.9145871701924
13,57,C,601.4065045581947,633.0960445278652
13,58,C,527.4397880050703,678.9335892700576
13,59,C,560.3591268548217,700.5454219336249
13,60,C,625.0303639556065,619.5322918217526
13,61,C,554.5914575178552,690.0370084805919
13,62,C,638.3457694672372,610.5645583044942
13,63,C,571.3542835463168,630.1858862974854
13,64,C,594.992987207356,715.5452308916218
13,65,C,563.1151188692793,633.5460833728048
13,66,C,458.28366842647796,473.0961215147145
13,67,C,726.0116415887157,544.8500166199354
13,68,C,466.10519107064295,645.6343887309799
13,69,C,517.3009858648796,642.1259764365059
13,70,C,506.9780656025708,706.547743708307
13,71,C,531.7610194666266,431.7793580926333
13,72,C,547.8163294084858,673.961099236068
13,73,C,476.1051486760314,520.568388222752
13,74,C,568.7322786032428,646.6887399114678
13,75,C,673.071983153876,700.1605243000888
13,1,D,476.09682123223797,548.4016886105486
13,2,D,625.7513883982967,636.5222360301572
13,3,D,532.2088852770598,691.3141588151873
13,4,D,685.501214826495,760.5616309759853
13,5,D,578.2250408383841,609.2995753598717
13,6,D,601.6295731539008,605.2090730982502
13,7,D,476.32929354037765,478.90990106419207
13,8,D,532.8816788479375,594.3843697803652
13,9,D,649.3840243753855,719.0524505730305
13,10,D,487.5403053557664,717.1658200768279
13,11,D,483.07886232354826,774.2539621133254
13,12,D,569.1349895565716,686.630253251826
13,13,D,532.6156413910956,572.1248678000974
13,14,D,568.8467889683315,584.4827805973919
13,15,D,562.7549478834071,579.1201363151285
13,16,D,609.3575949591103,921.7138833624094
13,17,D,606.2760995143196,659.817503422153
13,18,D,567.3370680577555,757.3626440350612
13,19,D,609.2684201671905,677.7081082623595
13,20,D,551.6791266095307,682.7542736208632
13,21,D,558.172951729224,483.11135310671915
13,22,D,622.531583857316,780.8007351067113
13,23,D,448.12026638109955,523.438290300903
13,24,D,622.205387355572,503.3737190554453
13,25,D,500.03894330780054,783.0247656195779
13,26,D,536.7527048439309,647.4220244064543
13,27,D,550.4837340045359,572.7265019185566
13,28,D,517.164671719241,689.5441724307107
13,29,D,595.5513876097559,665.4280019564719
13,30,D,474.3440379186539,475.20754126166673
13,31,D,583.275702117314,698.5193136599743
13,32,D,483.6162606728365,601.9278108644601
13,33,D,582.3913161689154,655.3097938298906
13,34,D,529.5141341040747,649.3918496832714
13,35,D,499.58557152061286,466.4296124908846
13,36,D,622.8575713429859,697.7936399145095
13,37,D,619.57456429749,625.3257089553509
13,38,D,500.90619165293157,522.530718898869
13,39,D,597.938433251092,586.7229499129951
13,40,D,548.0662807743779,553.2987953628771
13,41,D,446.5411732641717,515.5932978903311
13,42,D,611.1904627957417,763.4781203576131
13,43,D,540.7641039052944,637.9155309409289
13,44,D,632.8402794079352,758.6658387456488
13,45,D,450.35019380162726,602.2706286712503
13,46,D,558.9223513879408,476.2233122687648
13,47,D,662.2191645530204,627.2803381238249
13,48,D,582.1971292758087,639.5265523884589
13,49,D,529.1742346840047,712.749980493883
13,50,D,685.3543609617509,636.1424816998297
13,51,D,636.3980608217537,762.586219741165
13,52,D,488.89496776862984,595.241624998071
13,53,D,416.5838099179112,547.8122631088105
13,54,D,613.391465354516,758.7030126274993
13,55,D,715.150915305502,884.6748223054967
13,56,D,539.3498739957922,703.6575812871224
13,57,D,657.8018979175115,599.239112060885
13,58,D,580.5540444377185,744.8047983592306
13,59,D,567.6792440177426,798.0793686871818
13,60,D,539.4062164786329,516.8763779775696
13,61,D,481.649388291199,545.2502403298449
13,62,D,724.425263098201,722.7481494981188
13,63,D,551.7016364148094,546.4103915267359
13,64,D,653.0745969970334,820.2948035127461
13,65,D,561.7270706218278,821.1711887518347
13,66,D,389.9786498978339,410.44382917989657
13,67,D,651.5890018166585,727.333179873974
13,68,D,557.2036271787316,697.1578565294761
13,69,D,497.7612505170807,693.3513023590895
13,70,D,582.226847400286,719.9408446400279
13,71,D,595.2967806595269,594.3697609779812
13,72,D,449.12196512866853,752.7226095917625
13,73,D,467.7934814404948,684.4006447237609
13,74,D,557.3391435432347,742.2084257778649
13,75,D,565.0526203414264,870.597952843088
14,1,A,587.4466290783913,643.3370804867864
14,2,A,633.8101745941849,743.0351368172488
14,3,A,613.5341949370677,613.3610198416899
14,4,A,731.3562663448822,670.410232213156
14,5,A,608.7188403194175,641.5159223221366
14,6,A,609.7102611903206,578.9619768780356
14,7,A,690.1341290302928,737.2085672392344
14,8,A,545.2065877905503,630.2912567494126
14,9,A,694.785454837777,726.3335598692386
14,10,A,599.5109360512087,486.21834817348827
14,11,A,669.8533873563381,796.4598870573659
14,12,A,688.604469500377,772.0933326804848
14,13,A,688.308451379364,659.8318152051531
14,14,A,676.9902369578585,641.2111866989422
14,15,A,676.5531735243026,627.9034177357162
14,16,A,713.2105437595158,689.8185992898236
14,17,A,745.4307081716431,730.9264014298406
14,18,A,725.5000507763709,749.846080105879
14,19,A,745.7145467062594,695.782358973609
14,20,A,556.1275477182404,549.8425278191179
14,21,A,666.6041635289548,603.3796642938463
14,22,A,797.5015097541163,730.6528826097474
14,23,A,555.449434879752,692.9580558905707
14,24,A,724.0518029904295,774.1664414105849
14,25,A,620.2766158613956,753.8654599882574
14,26,A,624.2369485507465,582.8762317392532
14,27,A,532.7003343739041,590.2641632070208
14,28,A,660.5249003774444,718.123905902351
14,29,A,665.5575203619039,675.4002251889688
14,30,A,678.7625429583172,765.9305661041867
14,31,A,743.3866168856597,763.7958981125046
14,32,A,546.6598018211155,709.4686956196642
14,33,A,611.1703172870779,628.2731394888582
14,34,A,655.5356941351263,801.125582568316
14,35,A,644.1104997161087,706.1746607490031
14,36,A,717.4304163463091,749.1091400969285
14,37,A,601.7501838904041,697.1644872858725
14,38,A,492.5749092208982,547.2123755755774
14,39,A,685.861757048264,687.2536492150791
14,40,A,687.1662366777196,474.3050963461223
14,41,A,599.9579012357583,640.5943174773047
14,42,A,668.5270900851153,753.8306537644048
14,43,A,612.21466543016,602.9090825647063
14,44,A,634.3248627985129,800.9883048230103
14,45,A,753.1854501354436,580.6691957937791
14,46,A,662.0914261760871,696.7241074431969
14,47,A,644.1688347952736,575.904589152362
14,48,A,677.4347096952763,586.8242678528353
14,49,A,614.581784476857,619.3591365786793
14,50,A,784.4576171830286,826.9079387119109
14,51,A,751.8521992522909,743.9640080794911
14,52,A,570.6378193150792,563.8845003230182
14,53,A,460.3769041855814,474.1539977346329
14,54,A,733.7140795029513,698.964522664542
14,55,A,741.4993987152305,790.8998969448255
14,56,A,644.8963917999697,700.6242108160433
14,57,A,795.8612692600198,660.2367497411876
14,58,A,557.5941019789423,652.3892834852902
14,59,A,629.7622704672965,745.4836419854269
14,60,A,564.0211138294108,621.5614052398923
14,61,A,615.3648258488894,543.8189201448938
14,62,A,762.9454961409991,804.7180563547702
14,63,A,610.9413150110041,543.3260057833724
14,64,A,681.6985834981429,728.4850573829832
14,65,A,674.1774223224348,636.5358898131855
14,66,A,539.2767380356115,492.0779426929987
14,67,A,823.4711625590644,741.4394603023811
14,68,A,721.8008579846022,754.9100319561862
14,69,A,517.8900397111221,611.5523644612689
14,70,A,591.4682312295454,810.4822081276582
14,71,A,620.4001401225676,632.5623930150321
14,72,A,683.1203403925164,770.0145572767699
14,73,A,512.4916912232751,508.5961973257133
14,74,A,645.2676924829289,672.4133571651445
14,75,A,665.7336402325805,786.9509530792442
14,1,B,723.9489197172078,738.4289919756611
14,2,B,694.4839775689661,607.2272154296766
14,3,B,666.162960534883,645.8721681198228
14,4,B,733.5828261846179,747.3419162738574
14,5,B,645.1694114180624,653.4896070317334
14,6,B,686.3630415846435,719.515797913415
14,7,B,592.6713058347842,560.1341937537161
14,8,B,549.2912368033514,678.0889646651123
14,9,B,629.967806714286,707.3186337598903
14,10,B,704.1656538605811,686.959368830375
14,11,B,598.0405516780913,686.249211776709
14,12,B,671.6918059630294,786.1591356385361
14,13,B,671.7481746801315,531.84452381573
14,14,B,526.6406372192232,609.764310262801
14,15,B,644.9962086575084,451.49324394882143
14,16,B,663.4867021018679,800.3322864869945
14,17,B,786.1785465578546,819.9085588572435
14,18,B,653.1256835806291,829.0750573863224
14,19,B,678.9948946325082,732.3880352709838
14,20,B,635.9036900073129,665.9310087473275
14,21,B,689.6392384249007,713.3763350484729
14,22,B,745.3428720496374,814.4753954340555
14,23,B,668.1108839728334,698.3884691748115
14,24,B,641.1110317082513,602.6540902868388
14,25,B,608.3922966729964,751.9457834854126
14,26,B,578.1710956958268,597.8376516679144
14,27,B,612.7380066351434,605.828990881707
14,28,B,606.0064768030334,789.9356427051971
14,29,B,791.8897472625845,692.5192065359646
14,30,B,581.481773277947,724.6495785877254
14,31,B,756.9886755497575,732.2128684835475
14,32,B,510.8532254197256,638.8673162483748
14,33,B,796.2987218927515,950.9232618683982
14,34,B,711.5108699475447,803.2957743022706
14,35,B,612.3429784329101,779.164262878407
14,36,B,718.6382530115784,681.9132988281694
14,37,B,518.1265845410328,464.72025483146456
14,38,B,661.0219428155774,692.7349363576207
14,39,B,614.8866107494441,621.3274973987485
14,40,B,605.1873176507418,556.3975448126928
14,41,B,543.1950816671063,582.4799107975026
14,42,B,691.4071751375161,640.7011540431694
14,43,B,709.9127023901688,622.6989725897843
14,44,B,674.3738911756872,604.8982147467427
14,45,B,638.3278190220078,792.1651501470535
14,46,B,666.1324269654299,740.171125443066
14,47,B,703.4957233229992,535.3136810601704
14,48,B,618.089631663285,648.2743934877443
14,49,B,527.1152546560705,574.783831458361
14,50,B,738.5639233585371,769.2496879091026
14,51,B,754.410990284831,795.0309320194115
14,52,B,535.7222256530063,512.5210920847861
14,53,B,442.86386696600465,689.0998403477558
14,54,B,642.4715635460975,551.8263763290331
14,55,B,692.2071507298963,739.952194502702
14,56,B,535.185366555,656.8734412057759
14,57,B,770.2649799926121,804.0428298780841
14,58,B,695.5201624926972,733.4839631662603
14,59,B,647.9941815727602,610.6854305841523
14,60,B,682.1048540107466,598.4512897993789
14,61,B,619.674431214936,589.3803606131622
14,62,B,827.5062927580977,720.7208876826099
14,63,B,668.7284504076322,659.8390138905497
14,64,B,766.432840486421,828.3427915398925
14,65,B,632.8501323481412,762.5828597186293
14,66,B,461.9713458536194,412.13871696531874
14,67,B,604.3392838742512,626.6943722510935
14,68,B,680.444265731367,725.5620900008599
14,69,B,583.0866975696252,661.5189537759622
14,70,B,679.9298131742491,759.6212122693449
14,71,B,635.648731678834,591.8624976826387
14,72,B,698.8054128928043,720.4134552787681
14,73,B,500.8831824547567,638.6130438984455
14,74,B,637.2963780177392,770.7927615107637
14,75,B,713.8559226145353,738.7920586536735
14,1,C,547.3759576042571,627.9658103526588
14,2,C,574.8032495899604,571.4931692516548
14,3,C,541.9917329055304,663.4274136683842
14,4,C,673.2083506876781,612.8596368738699
14,5,C,638.025320872313,765.450380007273
14,6,C,590.20451067007,663.4224567989858
14,7,C,653.6479584844839,782.9411704166793
14,8,C,574.6991237114568,698.6433941490739
14,9,C,620.5493862742328,639.5723886581526
14,10,C,699.7016611342449,705.028662615779
14,11,C,637.5847967469903,863.9900789008816
14,12,C,632.9300870563969,794.2200339366588
14,13,C,671.0401750166476,633.9406876384905
14,14,C,589.947029383549,744.0591074678308
14,15,C,706.9736124413648,672.850167171575
14,16,C,721.1738940285137,860.8539854201126
14,17,C,789.394939171018,855.3010445769669
14,18,C,662.6938250621965,770.4457647342113
14,19,C,692.4890258491489,761.0294292668073
14,20,C,644.4336788780583,785.177831149647
14,21,C,638.6286039925369,627.3356561256214
14,22,C,756.2409307045847,815.2620945690045
14,23,C,516.6612428244449,546.6735281113907
14,24,C,718.6563137693431,607.36464834889955
14,25,C,622.7806431542865,783.8352082671192
14,26,C,661.1054232339227,704.0905871547498
14,27,C,602.919668874716,644.9508390961689
14,28,C,609.1808048390873,827.8363115030676
14,29,C,667.7698919590275,768.2998918037612
14,30,C,662.1694283975844,742.219018738663
14,31,C,673.5144981329979,702.4038750903101
14,32,C,514.1945885190462,630.6088253474862
14,33,C,635.2621413094778,810.6590402922612
14,34,C,659.5559697410031,788.7578098627957
14,35,C,631.4288512644614,800.1613121081614
14,36,C,700.5328998231432,846.2071543533532
14,37,C,579.5472086376703,485.3095435418626
14,38,C,596.8131785342312,699.1891386569733
14,39,C,676.0306032432509,683.3063103689387
14,40,C,762.5010772205178,742.2923289888186
14,41,C,570.8900855252161,679.8408312190799
14,42,C,621.4206741514356,709.9458617050391
14,43,C,646.3083995356271,620.0925679282005
14,44,C,678.5873173896432,823.4558626233237
14,45,C,674.561896145777,817.5113817352194
14,46,C,605.1950337851276,656.3584818888925
14,47,C,645.4962665749892,646.2513371080735
14,48,C,770.3558685129489,904.705493528546
14,49,C,558.1727541378682,569.3429208789764
14,50,C,573.5477755112025,636.4694307068144
14,51,C,696.146966750856,837.0194088853054
14,52,C,607.5615190486058,678.9350199122802
14,53,C,477.77610143283897,568.8714003800375
14,54,C,692.7708648481746,707.9284409377015
14,55,C,809.9612844136126,759.5778150978402
14,56,C,673.1925101286839,866.0528821808241
14,57,C,743.7397926982355,848.6854066187373
14,58,C,677.7468575666849,934.6454982171368
14,59,C,539.655403358742,783.5036837245829
14,60,C,647.1275163857437,701.3943731038344
14,61,C,645.5395099238187,736.4064148126918
14,62,C,697.257735201152,764.1550703321974
14,63,C,623.0072099678755,679.2115597631387
14,64,C,824.74037190905,1076.5005935468212
14,65,C,730.4214297803201,810.4539396120276
14,66,C,543.9642790753421,520.2181357485247
14,67,C,722.0783777257388,714.4392535056625
14,68,C,675.1296668491077,724.822914782622
14,69,C,611.5918885397532,736.6290717314045
14,70,C,556.1305053123499,800.0550908684244
14,71,C,603.212669039095,598.5774854283897
14,72,C,629.8102795385989,793.3410018956603
14,73,C,450.79913263632454,470.59969728954144
14,74,C,636.4589834967641,664.760181665861
14,75,C,644.4306294156511,787.0555720065194
14,1,D,545.6940916073061,616.6062192690273
14,2,D,679.3116025339942,726.747884683548
14,3,D,632.1219910394286,724.403335223287
14,4,D,808.0285674398242,790.2284204144822
14,5,D,659.1837766919857,660.2015975773456
14,6,D,618.0663324347204,750.3157663310018
14,7,D,658.9881942448438,802.0201914516136
14,8,D,627.9287069298747,759.352474289002
14,9,D,730.1818913059428,746.1538212358976
14,10,D,715.8515871838501,772.1737631165329
14,11,D,668.2596233094581,799.9541259489316
14,12,D,621.440953841522,822.7291736196535
14,13,D,650.7427168898134,615.9306406400551
14,14,D,659.7152695942477,824.1251474858805
14,15,D,709.9573024887152,748.070776754127
14,16,D,675.4341661969053,889.4825757508472
14,17,D,742.434956429855,793.9632017454711
14,18,D,620.2271661354455,774.7898171561568
14,19,D,735.8413820898737,760.5623129805076
14,20,D,564.7111829235721,718.3333308478652
